Mod:Item:MetaData, Localized Name
mysticalagriculture:redstone_alloy_seeds, Redstone Alloy Seeds
mysticalagriculture:conductive_iron_seeds, Conductive Iron Seeds
mysticalagriculture:soularium_seeds, Soularium Seeds
mysticalagriculture:dark_steel_seeds, Dark Steel Seeds
mysticalagriculture:pulsating_iron_seeds, Pulsating Iron Seeds
mysticalagriculture:energetic_alloy_seeds, Energetic Alloy Seeds
mysticalagriculture:vibrant_alloy_seeds, Vibrant Alloy Seeds
mysticalagriculture:end_steel_seeds, End Steel Seeds
mysticalagriculture:mystical_flower_seeds, Mystical Flower Seeds
mysticalagriculture:manasteel_seeds, Manasteel Seeds
mysticalagriculture:elementium_seeds, Elementium Seeds
mysticalagriculture:terrasteel_seeds, Terrasteel Seeds
mysticalagriculture:quicksilver_seeds, Quicksilver Seeds
mysticalagriculture:thaumium_seeds, Thaumium Seeds
mysticalagriculture:void_metal_seeds, Void Metal Seeds
mysticalagriculture:osmium_seeds, Osmium Seeds
mysticalagriculture:glowstone_ingot_seeds, Glowstone Ingot Seeds
mysticalagriculture:refined_obsidian_seeds, Refined Obsidian Seeds
mysticalagriculture:marble_seeds, Marble Seeds
mysticalagriculture:limestone_seeds, Limestone Seeds
mysticalagriculture:basalt_seeds, Basalt Seeds
mysticalagriculture:apatite_seeds, Apatite Seeds
mysticalagriculture:electrotine_seeds, Electrotine Seeds
mysticalagriculture:coralium_seeds, Coralium Seeds
mysticalagriculture:abyssalnite_seeds, Abyssalnite Seeds
mysticalagriculture:dreadium_seeds, Dreadium Seeds
mysticalagriculture:slimy_bone_seeds, Slimy Bone Seeds
mysticalagriculture:syrmorite_seeds, Syrmorite Seeds
mysticalagriculture:octine_seeds, Octine Seeds
mysticalagriculture:valonite_seeds, Valonite Seeds
mysticalagriculture:black_quartz_seeds, Black Quartz Seeds
mysticalagriculture:aquamarine_seeds, Aquamarine Seeds
mysticalagriculture:starmetal_seeds, Starmetal Seeds
mysticalagriculture:rock_crystal_seeds, Rock Crystal Seeds
mysticalagriculture:ender_biotite_seeds, Ender Biotite Seeds
mysticalagriculture:dilithium_seeds, Dilithium Seeds
mysticalagriculture:tritanium_seeds, Tritanium Seeds
mysticalagriculture:slate_seeds, Slate Seeds
mysticalagriculture:ender_amethyst_seeds, Ender Amethyst Seeds
mysticalagriculture:draconium_seeds, Draconium Seeds
mysticalagriculture:sky_stone_seeds, Sky Stone Seeds
mysticalagriculture:certus_quartz_seeds, Certus Quartz Seeds
mysticalagriculture:fluix_seeds, Fluix Seeds
mysticalagriculture:gear:0, §eInferium Tool Core
mysticalagriculture:gear:1, §aPrudentium Tool Core
mysticalagriculture:gear:2, §6Intermedium Tool Core
mysticalagriculture:gear:3, §bSuperium Tool Core
mysticalagriculture:gear:4, §cSupremium Tool Core
mysticalagriculture:gear:5, §eInferium Armor Core
mysticalagriculture:gear:6, §aPrudentium Armor Core
mysticalagriculture:gear:7, §6Intermedium Armor Core
mysticalagriculture:gear:8, §bSuperium Armor Core
mysticalagriculture:gear:9, §cSupremium Armor Core
mysticalagriculture:gear:15, §eInferium Arrow Head
mysticalagriculture:gear:16, §aPrudentium Arrow Head
mysticalagriculture:gear:17, §6Intermedium Arrow Head
mysticalagriculture:gear:18, §bSuperium Arrow Head
mysticalagriculture:gear:19, §cSupremium Arrow Head
mysticalagriculture:charm:0, Blank Charm
mysticalagriculture:charm:1, Charm: Night Vision
mysticalagriculture:charm:2, Charm: Absorption
mysticalagriculture:charm:3, Charm: Wither Resistance
mysticalagriculture:charm:4, Charm: Antivenom
mysticalagriculture:charm:5, Charm: Fire Resistance
mysticalagriculture:charm:6, Charm: Resistance
mysticalagriculture:charm:7, Charm: Strength
mysticalagriculture:charm:8, Charm: Strength 2
mysticalagriculture:charm:9, Charm: Speed
mysticalagriculture:charm:10, Charm: Jump Boost
mysticalagriculture:charm:11, Charm: Miner's Vision
mysticalagriculture:charm:12, Charm: Rainbow
mysticalagriculture:charm:13, Charm: Quick Draw
mysticalagriculture:charm:14, Charm: Triple Shot
mysticalagriculture:charm:15, Charm: Mining AOE
mysticalagriculture:charm:16, Charm: Attack AOE
mysticalagriculture:charm:17, Charm: Tilling AOE
mysticalagriculture:charm:18, Charm: Shearing AOE
mysticalagriculture:charm:19, Charm: Reaping AOE
mysticalagriculture:charm:20, Charm: Scything AOE
mysticalagriculture:inferium_arrow, §eInferium Arrow
mysticalagriculture:prudentium_arrow, §aPrudentium Arrow
mysticalagriculture:intermedium_arrow, §6Intermedium Arrow
mysticalagriculture:superium_arrow, §bSuperium Arrow
mysticalagriculture:supremium_arrow, §cSupremium Arrow
mysticalagriculture:inferium_sword, §eInferium Sword
mysticalagriculture:inferium_pickaxe, §eInferium Pickaxe
mysticalagriculture:inferium_shovel, §eInferium Shovel
mysticalagriculture:inferium_axe, §eInferium Axe
mysticalagriculture:inferium_hoe, §eInferium Hoe
mysticalagriculture:inferium_shears, §eInferium Shears
mysticalagriculture:inferium_bow, §eInferium Bow
mysticalagriculture:inferium_sickle, §eInferium Sickle
mysticalagriculture:inferium_scythe, §eInferium Scythe
mysticalagriculture:inferium_fishing_rod, §eInferium Fishing Rod
mysticalagriculture:prudentium_sword, §aPrudentium Sword
mysticalagriculture:prudentium_pickaxe, §aPrudentium Pickaxe
mysticalagriculture:prudentium_shovel, §aPrudentium Shovel
mysticalagriculture:prudentium_axe, §aPrudentium Axe
mysticalagriculture:prudentium_hoe, §aPrudentium Hoe
mysticalagriculture:prudentium_shears, §aPrudentium Shears
mysticalagriculture:prudentium_bow, §aPrudentium Bow
mysticalagriculture:prudentium_sickle, §aPrudentium Sickle
mysticalagriculture:prudentium_scythe, §aPrudentium Scythe
mysticalagriculture:prudentium_fishing_rod, §aPrudentium Fishing Rod
mysticalagriculture:intermedium_sword, §6Intermedium Sword
mysticalagriculture:intermedium_pickaxe, §6Intermedium Pickaxe
mysticalagriculture:intermedium_shovel, §6Intermedium Shovel
mysticalagriculture:intermedium_axe, §6Intermedium Axe
mysticalagriculture:intermedium_hoe, §6Intermedium Hoe
mysticalagriculture:intermedium_shears, §6Intermedium Shears
mysticalagriculture:intermedium_bow, §6Intermedium Bow
mysticalagriculture:intermedium_sickle, §6Intermedium Sickle
mysticalagriculture:intermedium_scythe, §6Intermedium Scythe
mysticalagriculture:intermedium_fishing_rod, §6Intermedium Fishing Rod
mysticalagriculture:superium_sword, §bSuperium Sword
mysticalagriculture:superium_pickaxe, §bSuperium Pickaxe
mysticalagriculture:superium_shovel, §bSuperium Shovel
mysticalagriculture:superium_axe, §bSuperium Axe
mysticalagriculture:superium_hoe, §bSuperium Hoe
mysticalagriculture:superium_shears, §bSuperium Shears
mysticalagriculture:superium_bow, §bSuperium Bow
mysticalagriculture:superium_sickle, §bSuperium Sickle
mysticalagriculture:superium_scythe, §bSuperium Scythe
mysticalagriculture:superium_fishing_rod, §bSuperium Fishing Rod
mysticalagriculture:supremium_sword, §cSupremium Sword
mysticalagriculture:supremium_pickaxe, §cSupremium Pickaxe
mysticalagriculture:supremium_shovel, §cSupremium Shovel
mysticalagriculture:supremium_axe, §cSupremium Axe
mysticalagriculture:supremium_hoe, §cSupremium Hoe
mysticalagriculture:supremium_shears, §cSupremium Shears
mysticalagriculture:supremium_bow, §cSupremium Bow
mysticalagriculture:supremium_sickle, §cSupremium Sickle
mysticalagriculture:supremium_scythe, §cSupremium Scythe
mysticalagriculture:supremium_fishing_rod, §cSupremium Fishing Rod
mysticalagriculture:inferium_helmet, §eInferium Helmet
mysticalagriculture:inferium_chestplate, §eInferium Chestplate
mysticalagriculture:inferium_leggings, §eInferium Leggings
mysticalagriculture:inferium_boots, §eInferium Boots
mysticalagriculture:prudentium_helmet, §aPrudentium Helmet
mysticalagriculture:prudentium_chestplate, §aPrudentium Chestplate
mysticalagriculture:prudentium_leggings, §aPrudentium Leggings
mysticalagriculture:prudentium_boots, §aPrudentium Boots
mysticalagriculture:intermedium_helmet, §6Intermedium Helmet
mysticalagriculture:intermedium_chestplate, §6Intermedium Chestplate
mysticalagriculture:intermedium_leggings, §6Intermedium Leggings
mysticalagriculture:intermedium_boots, §6Intermedium Boots
mysticalagriculture:superium_helmet, §bSuperium Helmet
mysticalagriculture:superium_chestplate, §bSuperium Chestplate
mysticalagriculture:superium_leggings, §bSuperium Leggings
mysticalagriculture:superium_boots, §bSuperium Boots
mysticalagriculture:supremium_helmet, §cSupremium Helmet
mysticalagriculture:supremium_chestplate, §cSupremium Chestplate
mysticalagriculture:supremium_leggings, §cSupremium Leggings
mysticalagriculture:supremium_boots, §cSupremium Boots
mysticalagradditions:storage:0, §5Block of Insanium Essence
mysticalagradditions:storage:1, §5Block of Insanium
mysticalagradditions:storage:2, §5Block of Insanium Coal
mysticalagradditions:special:0, Nether Star Crux
mysticalagradditions:special:1, Dragon Egg Crux
mysticalagradditions:special:4, Awakened Draconium Crux
mysticalagradditions:tinkering_table, Tinkering Table
mysticalagradditions:tier6_inferium_crop, Tier 6 Inferium Crop
mysticalagradditions:nether_star_crop, Nether Star Crop
mysticalagradditions:dragon_egg_crop, Dragon Egg Crop
mysticalagradditions:awakened_draconium_crop, Awakened Draconium Crop
mysticalagradditions:insanium:0, §5Insanium Essence
mysticalagradditions:insanium:1, Tier 6 Crafting Seed
mysticalagradditions:insanium:2, §5Insanium Ingot
mysticalagradditions:insanium:3, §5Insanium Nugget
mysticalagradditions:insanium:4, Tier 6 Mob Chunk
mysticalagradditions:insanium:5, §5Insanium Coal
mysticalagradditions:stuff:0, Nether Star Shard
mysticalagradditions:stuff:1, Withering Soul
mysticalagradditions:stuff:2, Dragon Egg Chunk
mysticalagradditions:stuff:3, Dragon Scale
mysticalagradditions:stuff:69, Creative Essence
mysticalagradditions:nether_star_essence, Nether Star Essence
mysticalagradditions:dragon_egg_essence, Dragon Egg Essence
mysticalagradditions:awakened_draconium_essence, Awakened Draconium Essence
mysticalagradditions:tier6_inferium_seeds, Inferium Seeds
mysticalagradditions:nether_star_seeds, Nether Star Seeds
mysticalagradditions:dragon_egg_seeds, Dragon Egg Seeds
mysticalagradditions:awakened_draconium_seeds, Awakened Draconium Seeds
mysticalagradditions:charm:0, Charm: Mining AOE
mysticalagradditions:inferium_paxel, §eInferium Paxel
mysticalagradditions:prudentium_paxel, §aPrudentium Paxel
mysticalagradditions:intermedium_paxel, §6Intermedium Paxel
mysticalagradditions:superium_paxel, §bSuperium Paxel
mysticalagradditions:supremium_paxel, §cSupremium Paxel
gtadditions:aluminium_essence, item.aluminium.essence.name
gtadditions:americium_essence, item.americium.essence.name
gtadditions:antimony_essence, item.antimony.essence.name
gtadditions:arsenic_essence, item.arsenic.essence.name
gtadditions:barium_essence, item.barium.essence.name
gtadditions:beryllium_essence, item.beryllium.essence.name
gtadditions:bismuth_essence, item.bismuth.essence.name
gtadditions:boron_essence, item.boron.essence.name
gtadditions:caesium_essence, item.caesium.essence.name
gtadditions:calcium_essence, item.calcium.essence.name
gtadditions:carbon_essence, item.carbon.essence.name
gtadditions:cadmium_essence, item.cadmium.essence.name
gtadditions:cerium_essence, item.cerium.essence.name
gtadditions:chrome_essence, item.chrome.essence.name
gtadditions:cobalt_essence, item.cobalt.essence.name
gtadditions:copper_essence, item.copper.essence.name
gtadditions:dysprosium_essence, item.dysprosium.essence.name
gtadditions:erbium_essence, item.erbium.essence.name
gtadditions:europium_essence, item.europium.essence.name
gtadditions:gadolinium_essence, item.gadolinium.essence.name
gtadditions:gallium_essence, item.gallium.essence.name
gtadditions:gold_essence, item.gold.essence.name
gtadditions:holmium_essence, item.holmium.essence.name
gtadditions:indium_essence, item.indium.essence.name
gtadditions:iridium_essence, item.iridium.essence.name
gtadditions:iron_essence, item.iron.essence.name
gtadditions:lanthanum_essence, item.lanthanum.essence.name
gtadditions:lead_essence, item.lead.essence.name
gtadditions:lithium_essence, item.lithium.essence.name
gtadditions:lutetium_essence, item.lutetium.essence.name
gtadditions:magnesium_essence, item.magnesium.essence.name
gtadditions:manganese_essence, item.manganese.essence.name
gtadditions:molybdenum_essence, item.molybdenum.essence.name
gtadditions:neodymium_essence, item.neodymium.essence.name
gtadditions:darmstadtium_essence, item.darmstadtium.essence.name
gtadditions:nickel_essence, item.nickel.essence.name
gtadditions:niobium_essence, item.niobium.essence.name
gtadditions:osmium_essence, item.osmium.essence.name
gtadditions:palladium_essence, item.palladium.essence.name
gtadditions:phosphorus_essence, item.phosphorus.essence.name
gtadditions:platinum_essence, item.platinum.essence.name
gtadditions:plutonium_essence, item.plutonium.essence.name
gtadditions:plutonium241_essence, item.plutonium241.essence.name
gtadditions:potassium_essence, item.potassium.essence.name
gtadditions:praseodymium_essence, item.praseodymium.essence.name
gtadditions:promethium_essence, item.promethium.essence.name
gtadditions:rubidium_essence, item.rubidium.essence.name
gtadditions:samarium_essence, item.samarium.essence.name
gtadditions:scandium_essence, item.scandium.essence.name
gtadditions:silicon_essence, item.silicon.essence.name
gtadditions:silver_essence, item.silver.essence.name
gtadditions:sodium_essence, item.sodium.essence.name
gtadditions:strontium_essence, item.strontium.essence.name
gtadditions:sulfur_essence, item.sulfur.essence.name
gtadditions:tantalum_essence, item.tantalum.essence.name
gtadditions:tellurium_essence, item.tellurium.essence.name
gtadditions:terbium_essence, item.terbium.essence.name
gtadditions:thorium_essence, item.thorium.essence.name
gtadditions:thulium_essence, item.thulium.essence.name
gtadditions:tin_essence, item.tin.essence.name
gtadditions:titanium_essence, item.titanium.essence.name
gtadditions:tungsten_essence, item.tungsten.essence.name
gtadditions:uranium_essence, item.uranium.essence.name
gtadditions:uranium235_essence, item.uranium235.essence.name
gtadditions:vanadium_essence, item.vanadium.essence.name
gtadditions:yttrium_essence, item.yttrium.essence.name
gtadditions:zinc_essence, item.zinc.essence.name
gtadditions:almandine_essence, item.almandine.essence.name
gtadditions:andradite_essence, item.andradite.essence.name
gtadditions:annealed_copper_essence, item.annealed_copper.essence.name
gtadditions:asbestos_essence, item.asbestos.essence.name
gtadditions:ash_essence, item.ash.essence.name
gtadditions:banded_iron_essence, item.banded_iron.essence.name
gtadditions:battery_alloy_essence, item.battery_alloy.essence.name
gtadditions:blue_topaz_essence, item.blue_topaz.essence.name
gtadditions:bone_essence, item.bone.essence.name
gtadditions:brass_essence, item.brass.essence.name
gtadditions:bronze_essence, item.bronze.essence.name
gtadditions:brown_limonite_essence, item.brown_limonite.essence.name
gtadditions:calcite_essence, item.calcite.essence.name
gtadditions:cassiterite_essence, item.cassiterite.essence.name
gtadditions:cassiterite_sand_essence, item.cassiterite_sand.essence.name
gtadditions:chalcopyrite_essence, item.chalcopyrite.essence.name
gtadditions:charcoal_essence, item.charcoal.essence.name
gtadditions:chromite_essence, item.chromite.essence.name
gtadditions:cinnabar_essence, item.cinnabar.essence.name
gtadditions:clay_essence, item.clay.essence.name
gtadditions:coal_essence, item.coal.essence.name
gtadditions:cobaltite_essence, item.cobaltite.essence.name
gtadditions:cooperite_essence, item.cooperite.essence.name
gtadditions:cupronickel_essence, item.cupronickel.essence.name
gtadditions:dark_ash_essence, item.dark_ash.essence.name
gtadditions:diamond_essence, item.diamond.essence.name
gtadditions:electrum_essence, item.electrum.essence.name
gtadditions:emerald_essence, item.emerald.essence.name
gtadditions:galena_essence, item.galena.essence.name
gtadditions:garnierite_essence, item.garnierite.essence.name
gtadditions:green_sapphire_essence, item.green_sapphire.essence.name
gtadditions:grossular_essence, item.grossular.essence.name
gtadditions:ice_essence, item.ice.essence.name
gtadditions:ilmenite_essence, item.ilmenite.essence.name
gtadditions:rutile_essence, item.rutile.essence.name
gtadditions:bauxite_essence, item.bauxite.essence.name
gtadditions:magnesium_chloride_essence, item.magnesium_chloride.essence.name
gtadditions:invar_essence, item.invar.essence.name
gtadditions:kanthal_essence, item.kanthal.essence.name
gtadditions:lazurite_essence, item.lazurite.essence.name
gtadditions:magnalium_essence, item.magnalium.essence.name
gtadditions:magnesite_essence, item.magnesite.essence.name
gtadditions:magnetite_essence, item.magnetite.essence.name
gtadditions:molybdenite_essence, item.molybdenite.essence.name
gtadditions:nichrome_essence, item.nichrome.essence.name
gtadditions:niobium_nitride_essence, item.niobium_nitride.essence.name
gtadditions:niobium_titanium_essence, item.niobium_titanium.essence.name
gtadditions:obsidian_essence, item.obsidian.essence.name
gtadditions:phosphate_essence, item.phosphate.essence.name
gtadditions:pig_iron_essence, item.pig_iron.essence.name
gtadditions:plastic_essence, item.plastic.essence.name
gtadditions:epoxid_essence, item.epoxid.essence.name
gtadditions:silicone_essence, item.silicone.essence.name
gtadditions:polycaprolactam_essence, item.polycaprolactam.essence.name
gtadditions:polytetrafluoroethylene_essence, item.polytetrafluoroethylene.essence.name
gtadditions:powellite_essence, item.powellite.essence.name
gtadditions:pyrite_essence, item.pyrite.essence.name
gtadditions:pyrolusite_essence, item.pyrolusite.essence.name
gtadditions:pyrope_essence, item.pyrope.essence.name
gtadditions:rock_salt_essence, item.rock_salt.essence.name
gtadditions:rubber_essence, item.rubber.essence.name
gtadditions:raw_rubber_essence, item.raw_rubber.essence.name
gtadditions:ruby_essence, item.ruby.essence.name
gtadditions:salt_essence, item.salt.essence.name
gtadditions:saltpeter_essence, item.saltpeter.essence.name
gtadditions:sapphire_essence, item.sapphire.essence.name
gtadditions:scheelite_essence, item.scheelite.essence.name
gtadditions:silicon_dioxide_essence, item.silicon_dioxide.essence.name
gtadditions:sodalite_essence, item.sodalite.essence.name
gtadditions:sodium_sulfide_essence, item.sodium_sulfide.essence.name
gtadditions:soldering_alloy_essence, item.soldering_alloy.essence.name
gtadditions:spessartine_essence, item.spessartine.essence.name
gtadditions:sphalerite_essence, item.sphalerite.essence.name
gtadditions:stainless_steel_essence, item.stainless_steel.essence.name
gtadditions:steel_essence, item.steel.essence.name
gtadditions:stibnite_essence, item.stibnite.essence.name
gtadditions:tanzanite_essence, item.tanzanite.essence.name
gtadditions:tetrahedrite_essence, item.tetrahedrite.essence.name
gtadditions:tin_alloy_essence, item.tin_alloy.essence.name
gtadditions:topaz_essence, item.topaz.essence.name
gtadditions:tungstate_essence, item.tungstate.essence.name
gtadditions:ultimet_essence, item.ultimet.essence.name
gtadditions:uraninite_essence, item.uraninite.essence.name
gtadditions:uvarovite_essence, item.uvarovite.essence.name
gtadditions:vanadium_gallium_essence, item.vanadium_gallium.essence.name
gtadditions:wood_essence, item.wood.essence.name
gtadditions:wrought_iron_essence, item.wrought_iron.essence.name
gtadditions:wulfenite_essence, item.wulfenite.essence.name
gtadditions:yellow_limonite_essence, item.yellow_limonite.essence.name
gtadditions:yttrium_barium_cuprate_essence, item.yttrium_barium_cuprate.essence.name
gtadditions:nether_quartz_essence, item.nether_quartz.essence.name
gtadditions:certus_quartz_essence, item.certus_quartz.essence.name
gtadditions:quartzite_essence, item.quartzite.essence.name
gtadditions:graphite_essence, item.graphite.essence.name
gtadditions:graphene_essence, item.graphene.essence.name
gtadditions:jasper_essence, item.jasper.essence.name
gtadditions:osmiridium_essence, item.osmiridium.essence.name
gtadditions:glass_essence, item.glass.essence.name
gtadditions:perlite_essence, item.perlite.essence.name
gtadditions:lignite_essence, item.lignite.essence.name
gtadditions:olivine_essence, item.olivine.essence.name
gtadditions:opal_essence, item.opal.essence.name
gtadditions:amethyst_essence, item.amethyst.essence.name
gtadditions:redstone_essence, item.redstone.essence.name
gtadditions:lapis_essence, item.lapis.essence.name
gtadditions:blaze_essence, item.blaze.essence.name
gtadditions:ender_pearl_essence, item.ender_pearl.essence.name
gtadditions:ender_eye_essence, item.ender_eye.essence.name
gtadditions:flint_essence, item.flint.essence.name
gtadditions:diatomite_essence, item.diatomite.essence.name
gtadditions:niter_essence, item.niter.essence.name
gtadditions:tantalite_essence, item.tantalite.essence.name
gtadditions:hydrated_coal_essence, item.hydrated_coal.essence.name
gtadditions:apatite_essence, item.apatite.essence.name
gtadditions:sterling_silver_essence, item.sterling_silver.essence.name
gtadditions:rose_gold_essence, item.rose_gold.essence.name
gtadditions:black_bronze_essence, item.black_bronze.essence.name
gtadditions:bismuth_bronze_essence, item.bismuth_bronze.essence.name
gtadditions:black_steel_essence, item.black_steel.essence.name
gtadditions:red_steel_essence, item.red_steel.essence.name
gtadditions:blue_steel_essence, item.blue_steel.essence.name
gtadditions:damascus_steel_essence, item.damascus_steel.essence.name
gtadditions:tungsten_steel_essence, item.tungsten_steel.essence.name
gtadditions:red_alloy_essence, item.red_alloy.essence.name
gtadditions:cobalt_brass_essence, item.cobalt_brass.essence.name
gtadditions:phosphor_essence, item.phosphor.essence.name
gtadditions:basalt_essence, item.basalt.essence.name
gtadditions:andesite_essence, item.andesite.essence.name
gtadditions:diorite_essence, item.diorite.essence.name
gtadditions:garnet_red_essence, item.garnet_red.essence.name
gtadditions:garnet_yellow_essence, item.garnet_yellow.essence.name
gtadditions:marble_essence, item.marble.essence.name
gtadditions:sugar_essence, item.sugar.essence.name
gtadditions:vinteum_essence, item.vinteum.essence.name
gtadditions:redrock_essence, item.redrock.essence.name
gtadditions:potassium_feldspar_essence, item.potassium_feldspar.essence.name
gtadditions:biotite_essence, item.biotite.essence.name
gtadditions:granite_black_essence, item.granite_black.essence.name
gtadditions:granite_red_essence, item.granite_red.essence.name
gtadditions:chrysotile_essence, item.chrysotile.essence.name
gtadditions:realgar_essence, item.realgar.essence.name
gtadditions:vanadium_magnetite_essence, item.vanadium_magnetite.essence.name
gtadditions:basaltic_mineral_sand_essence, item.basaltic_mineral_sand.essence.name
gtadditions:granitic_mineral_sand_essence, item.granitic_mineral_sand.essence.name
gtadditions:garnet_sand_essence, item.garnet_sand.essence.name
gtadditions:quartz_sand_essence, item.quartz_sand.essence.name
gtadditions:bastnasite_essence, item.bastnasite.essence.name
gtadditions:pentlandite_essence, item.pentlandite.essence.name
gtadditions:spodumene_essence, item.spodumene.essence.name
gtadditions:pollucite_essence, item.pollucite.essence.name
gtadditions:lepidolite_essence, item.lepidolite.essence.name
gtadditions:glauconite_essence, item.glauconite.essence.name
gtadditions:glauconite_sand_essence, item.glauconite_sand.essence.name
gtadditions:vermiculite_essence, item.vermiculite.essence.name
gtadditions:bentonite_essence, item.bentonite.essence.name
gtadditions:fullers_earth_essence, item.fullers_earth.essence.name
gtadditions:pitchblende_essence, item.pitchblende.essence.name
gtadditions:monazite_essence, item.monazite.essence.name
gtadditions:malachite_essence, item.malachite.essence.name
gtadditions:mirabilite_essence, item.mirabilite.essence.name
gtadditions:mica_essence, item.mica.essence.name
gtadditions:trona_essence, item.trona.essence.name
gtadditions:barite_essence, item.barite.essence.name
gtadditions:gypsum_essence, item.gypsum.essence.name
gtadditions:alunite_essence, item.alunite.essence.name
gtadditions:dolomite_essence, item.dolomite.essence.name
gtadditions:wollastonite_essence, item.wollastonite.essence.name
gtadditions:zeolite_essence, item.zeolite.essence.name
gtadditions:kyanite_essence, item.kyanite.essence.name
gtadditions:kaolinite_essence, item.kaolinite.essence.name
gtadditions:talc_essence, item.talc.essence.name
gtadditions:soapstone_essence, item.soapstone.essence.name
gtadditions:concrete_essence, item.concrete.essence.name
gtadditions:iron_magnetic_essence, item.iron_magnetic.essence.name
gtadditions:steel_magnetic_essence, item.steel_magnetic.essence.name
gtadditions:neodymium_magnetic_essence, item.neodymium_magnetic.essence.name
gtadditions:tungsten_carbide_essence, item.tungsten_carbide.essence.name
gtadditions:vanadium_steel_essence, item.vanadium_steel.essence.name
gtadditions:hssg_essence, item.hssg.essence.name
gtadditions:hsse_essence, item.hsse.essence.name
gtadditions:hsss_essence, item.hsss.essence.name
gtadditions:naquadah_essence, item.naquadah.essence.name
gtadditions:naquadah_alloy_essence, item.naquadah_alloy.essence.name
gtadditions:naquadah_enriched_essence, item.naquadah_enriched.essence.name
gtadditions:naquadria_essence, item.naquadria.essence.name
gtadditions:tritanium_essence, item.tritanium.essence.name
gtadditions:duranium_essence, item.duranium.essence.name
gtadditions:borax_essence, item.borax.essence.name
gtadditions:gunpowder_essence, item.gunpowder.essence.name
gtadditions:oilsands_essence, item.oilsands.essence.name
gtadditions:paper_essence, item.paper.essence.name
gtadditions:rare_earth_essence, item.rare_earth.essence.name
gtadditions:stone_essence, item.stone.essence.name
gtadditions:glowstone_essence, item.glowstone.essence.name
gtadditions:nether_star_essence, item.nether_star.essence.name
gtadditions:endstone_essence, item.endstone.essence.name
gtadditions:netherrack_essence, item.netherrack.essence.name
gtadditions:cocoa_essence, item.cocoa.essence.name
gtadditions:wheat_essence, item.wheat.essence.name
gtadditions:ytterbium_essence, item.ytterbium.essence.name
gtadditions:brick_essence, item.brick.essence.name
gtadditions:fireclay_essence, item.fireclay.essence.name
gtadditions:coke_essence, item.coke.essence.name
gtadditions:tenorite_essence, item.tenorite.essence.name
gtadditions:cuprite_essence, item.cuprite.essence.name
gtadditions:bornite_essence, item.bornite.essence.name
gtadditions:chalcocite_essence, item.chalcocite.essence.name
gtadditions:enargite_essence, item.enargite.essence.name
gtadditions:tennantite_essence, item.tennantite.essence.name
gtadditions:borosilicate_glass_essence, item.borosilicate_glass.essence.name
gtadditions:sodium_hydroxide_essence, item.sodium_hydroxide.essence.name
gtadditions:quicklime_essence, item.quicklime.essence.name
gtadditions:sodium_bisulfate_essence, item.sodium_bisulfate.essence.name
gtadditions:silicon_rubber_essence, item.silicon_rubber.essence.name
gtadditions:polydimethylsiloxane_essence, item.polydimethylsiloxane.essence.name
gtadditions:polystyrene_essence, item.polystyrene.essence.name
gtadditions:raw_styrene_butadiene_rubber_essence, item.raw_styrene_butadiene_rubber.essence.name
gtadditions:styrene_butadiene_rubber_essence, item.styrene_butadiene_rubber.essence.name
gtadditions:potash_essence, item.potash.essence.name
gtadditions:soda_ash_essence, item.soda_ash.essence.name
gtadditions:gallium_arsenide_essence, item.gallium_arsenide.essence.name
gtadditions:polyphenylene_sulfide_essence, item.polyphenylene_sulfide.essence.name
gtadditions:indium_gallium_phosphide_essence, item.indium_gallium_phosphide.essence.name
gtadditions:platinum_group_sludge_essence, item.platinum_group_sludge.essence.name
gtadditions:ferrite_mixture_essence, item.ferrite_mixture.essence.name
gtadditions:nickel_zinc_ferrite_essence, item.nickel_zinc_ferrite.essence.name
gtadditions:granite_essence, item.granite.essence.name
gtadditions:magnesia_essence, item.magnesia.essence.name
gtadditions:phosphorous_pentoxide_essence, item.phosphorous_pentoxide.essence.name
gtadditions:reinforced_epoxy_resin_essence, item.reinforced_epoxy_resin.essence.name
gtadditions:signalum_essence, item.signalum.essence.name
gtadditions:dilithium_essence, item.dilithium.essence.name
gtadditions:manasteel_essence, item.manasteel.essence.name
gtadditions:terrasteel_essence, item.terrasteel.essence.name
gtadditions:draconium_essence, item.draconium.essence.name
gtadditions:draconic_essence, item.draconic.essence.name
gtadditions:thaumium_essence, item.thaumium.essence.name
gtadditions:void_essence, item.void.essence.name
gtadditions:refinedobsidian_essence, item.refinedobsidian.essence.name
gtadditions:celestine_essence, item.celestine.essence.name
gtadditions:bowieite_essence, item.bowieite.essence.name
gtadditions:gallite_essence, item.gallite.essence.name
gtadditions:arsenopyrite_essence, item.arsenopyrite.essence.name
gtadditions:witherite_essence, item.witherite.essence.name
gtadditions:barytocalcite_essence, item.barytocalcite.essence.name
gtadditions:cosmic_neutronium_essence, item.cosmic_neutronium.essence.name
gtadditions:periodicium_essence, item.periodicium.essence.name
gtadditions:qcd_confined_matter_essence, item.qcd_confined_matter.essence.name
gtadditions:superheavy_l_alloy_essence, item.superheavy_l_alloy.essence.name
gtadditions:superheavy_h_alloy_essence, item.superheavy_h_alloy.essence.name
gtadditions:meitnerium_essence, item.meitnerium.essence.name
gtadditions:roentgenium_essence, item.roentgenium.essence.name
gtadditions:nihonium_essence, item.nihonium.essence.name
gtadditions:moscovium_essence, item.moscovium.essence.name
gtadditions:livermorium_essence, item.livermorium.essence.name
